Classification,State,Country_Area,Posted_Citations,Project_Area,Product_Type,Fiscal_Year
Completed,TX,United States,Voluntary: Firm initiated,"Rajbhog Sweets Jelebi Jaggery, 9.5 oz packages and sold by weight from bulk trays.",Food,2025
Terminated,IA,United States,FDA Mandated,"Iowa Select Herbs LLC, Acerola Berry (Malpighia), www.iowaselectherbs.com, 4 fl. Oz. (120 ml), Cedar Rapids, IA 52402",Food,2016
Terminated,NV,United States,Voluntary: Firm initiated,"Supreme Choice brand Jumbo Lump, 16 oz;  Premium Pasteurized Crab Meat.  Product of Thailand.  Distributed by Supreme  Lobster and Seafood Company, Villa Park, IL 60181",Food,2014
Terminated,NY,United States,Voluntary: Firm initiated,Dannon Plain Yogurt packaged in 32oz plastic carton with lid - 6 cartons per case,Food,2024
Terminated,FL,United States,Voluntary: Firm initiated,"Thai Peanut Sauce, 12 fl. oz. (355ml),   UPC code #643558406919",Food,2021
Terminated,TX,United States,Voluntary: Firm initiated,"Harry & David; WILD 'N SPICY; JALAPENO TOMATO CHEESE DIP; NET WT 1 lb.; (453g);Medium;  in glass jars; MADE FOR HARRY AND DAVID, MEDFORD, OR, HARRYANDDAVID.COM; 800-547-3033",Food,2014
Terminated,CA,United States,Voluntary: Firm initiated,Fish Collagen,Food,2015
Terminated,TX,United States,Voluntary: Firm initiated,Blue Bell Ice Cream Mango 3 Gallon,Food,2015
Ongoing,PA,United States,Voluntary: Firm initiated,"Bonya Raspberry Yogurt Parfait, 8oz, Plastic cups with plastic inserts for granola, 6 units per case for distributors, 12 units per case for all other customers, Always Refrigerate .",Food,2025
Terminated,FL,United States,Voluntary: Firm initiated,Sazon without Annatto,Food,2015
Terminated,ME,United States,Voluntary: Firm initiated,"Hunger and Weight Vanilla  Dietary Supplement Packaged under the labels Stronger Faster Healthier Whey: 2 lb (32 oz),  and 10 oz sizes",Food,2014
Terminated,VA,United States,Voluntary: Firm initiated,"Sabra Classic Hummus without Garnish 32oz  UPC 040822342049 / 301216   Sabra Dipping Co. LLC, White Plains, NY",Food,2015
Terminated,CA,United States,Voluntary: Firm initiated,"Garden Highway Chef Essentials Celery, Onions, diced: 5 oz   Manufactured by GH Foods CA LLC,  Rancho Cordova, CA.",Food,2012
Terminated,NJ,United States,Voluntary: Firm initiated,"Baroody Pickled Labneh with Pepper, Net Wt. 20 oz., (1 lb. 4 oz.), 575-g, in sealed glass jar, UPC 642036010549",Food,2015
Terminated,MD,United States,Voluntary: Firm initiated,"Dietz & Watson, Turkey & Swiss Half Sub. Single Serving, Keep refrigerated",Food,2023
Terminated,IA,United States,Voluntary: Firm initiated,"Picket Fence Creamery, Woodward, IA, Mocha! ice cream, in Quarts, Pints, and 1/2 Pints",Food,2021
Terminated,OH,United States,Voluntary: Firm initiated,National Foods Packaging Low Sodium Chicken Base in 50 lb white poly-lined paper bags,Food,2016
Terminated,FL,United States,Voluntary: Firm initiated,"JY Gator Tracks Ice Cream, 3 gallons",Food,2018
Terminated,CA,United States,Voluntary: Firm initiated,"Amy's Gluten Free Tofu Scramble Breakfast Wraps, 5.5 oz 156 g) 12 boxes per case.  UPC: 0-42272-00807-0, US distribution only;  UPC : 0-42272-90807-3 - Canadian distribution    Amy Kitchen, Petaluma, CA",Food,2015
Terminated,NJ,United States,Voluntary: Firm initiated,"Net Food Turkey Dried Apricots Net Weight 16.1 oz (454 g) Thunderbolt Export & Imports 743 Fairview Avenue. Suit :2 Arcadia, CA 91007 USA  UPC 8697445250019",Food,2014
Terminated,MI,United States,Voluntary: Firm initiated,"All Natural Whey - Natural Flavor 1.89 LBS: Whey Protein Concentrate and Isolate, Casein/Caseinate, Nitrozyme    UPC 6-09492 72000-9 :",Food,2013
Terminated,GA,United States,Voluntary: Firm initiated,"Cobblestone Bread Co. Wheat English Muffins, 12 oz. (6 count)plastic bag (340g)  UPC: 0 72250 01316 1",Food,2016
Terminated,MO,United States,Voluntary: Firm initiated,"Bulk 9896 BIOMEDICALRESEARCH DIGE capsules, packaged in poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 92115).",Food,2013
Terminated,ND,United States,Voluntary: Firm initiated,"10021 RM Honey Oat Bran Mixture - Hong Kong / Thailand (oats, oat bran, oat flour),   Roman Meal Company, Tacoma, Washington,  Net WT 20 KILOS.",Food,2013
Terminated,IL,United States,Voluntary: Firm initiated,"B27478,  BATTER MIX X2, NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Food,2017
Terminated,IN,United States,Voluntary: Firm initiated,Breads: Garlic product	8013	Clear Bag		Rolls	140	1.5 oz.	3 Garlic product	8014	Clear Bag		Breadsticks	110	1.5 oz.	23,Food,2023
Terminated,UT,United States,Voluntary: Firm initiated,"Lucky Spoon Bakery Gluten Free Chocolate Cupcakes with Vanilla Buttercream Frosting, 8.0 oz. plastic clam shell containing 4 cupcakes, UPC 8-50489-00310-4, P.O. Box 2954 Salt Lake City, UT 84110. 12 packages/case.",Food,2020
Terminated,MA,United States,Voluntary: Firm initiated,Lee's Cole Slaw Dressing 40oz pouches  Product Code: FQ2103,Food,2012
Terminated,VT,United States,Voluntary: Firm initiated,Big Y Plain Grinders- Enriched wheat  and Enriched White packaged 15 oz,Food,2016
Terminated,OH,United States,Voluntary: Firm initiated,Rosebud's brand Elderberry Syrup Kit in a 3 oz. clear stand-up pouch (GS1 Code 852782007834).,Food,2020
Terminated,MN,United States,Voluntary: Firm initiated,Simply Balanced Quinoa Spinach Red Pepper Onion Chickpeas 10oz;    UPC: 85239058107    Target item number: 270-0-581,Food,2018
Terminated,NM,United States,Voluntary: Firm initiated,"100 vegetarian  Fenugreek Capsules 90 count, 600mg, packaged in 150cc Amber Glass Packer  with White Polypropylene Cap.",Food,2023
Terminated,GA,United States,Voluntary: Firm initiated,"¿ Sheet Unbaked Message Cookie, 20/20 oz. Unbaked Chocolate Chip Cookies, Net Weight 25 lbs/11.34 kg.",Food,2016
Terminated,NJ,United States,Voluntary: Firm initiated,"Lobster & Shrimp Spring Rolls      Products are placed on plastic trays, shrink wrapped, placed in boxes, labelled, & shrink wrapped.",Food,2015
Terminated,PR,United States,Voluntary: Firm initiated,Pound Cake NET WT 4OZ and 12OZ.,Food,2018
Terminated,NC,United States,Voluntary: Firm initiated,"Sausage, Egg & Cheese Croissant, Net Wt. 5.00 oz., UPC 7-01248-00523-8, MFG Code 623",Food,2015
Terminated,PA,United States,Voluntary: Firm initiated,Herr's Sour Cream & Onion Flavored Potato Chips,Food,2015
Terminated,MD,United States,Voluntary: Firm initiated,"Kilby Cream Ice Cream Various Flavors: Strawberry Cheesecake    Size: 2.5 Gal , 7 oz.",Food,2017
Terminated,UT,United States,Voluntary: Firm initiated,"Acadica Kratom:  Green Suma, 250g bags",Food,2018
Terminated,MN,United States,Voluntary: Firm initiated,CW ULTIMATE SOUTHWEST VEG 14OZ    UPC: 70332002881    Target item number: 270-0-4,Food,2018
Terminated,IL,United States,Voluntary: Firm initiated,"B86036, BATTER MX X1*, NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Food,2017
Terminated,NJ,United States,Voluntary: Firm initiated,"Cold Stone Creamery Hot Cocoa Peanut Butter Cup Perfection packaged in single serve pods.   Pods are packaged in the following Two Rivers Variety Pack boxes: -Two Rivers Coffee Hot Cocoa Pods, Single Serve Variety Sampler Pack , 40 Count UPC: 810683022554 -Two Rivers Coffee Hot Cocoa Pods Variety Sampler, 52 Count UPC:850027429601 -Two Rivers Coffee Hot Cocoa Pods Variety Sampler, 52 Count	UPC: 810683027030 -Two Rivers Coffee Coffee, Tea, Cocoa, Cider, Cappuccino Bit Of Everything Variety Sampler Pack, 40 count UPC: 810683022608 -Two Rivers Coffee Coffee, Tea, Cocoa, Cider, Cappuccino Bit Of Everything Variety Sampler Pack, 100 count UPC: 810683027009 -Two Rivers Coffee Coffee & Hot Cocoa Chocoholics, 40 Count UPC: 810683025197 -Two Rivers Coffee Hot Chocolate Variety, Gift Box, 12 Count UPC: 810683026989 -Two Rivers Coffee Best of The Best Pods Variety Sampler Assorted Cocoa, 40 Count UPC: 810683029744",Food,2023
Terminated,IL,United States,Voluntary: Firm initiated,"A85729, BATTER MX X1@, NET WT 1900 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Food,2017
Terminated,OR,United States,Voluntary: Firm initiated,Lemon Drop Mixer is a non-alcoholic cocktail mixer.  Product is packaged in glass 750ml bottle and sold under brand Urban River Spirits. Label has listed instructions as Shake Well Refrigerated After Opening.,Food,2024
Terminated,TX,United States,Voluntary: Firm initiated,Blue Bell Ice Cream Purple Homemade Vanilla 3 Gallon,Food,2015
Terminated,CA,United States,Voluntary: Firm initiated,"Trader Joe's Fully Cooked Falafel Heat & Eat NET WT. 12 OZ (340g) Distributed and Sold Exclusively By: Trader Joe's Monrovia, CA 91016  UPC 0093 9355",Food,2023
Terminated,MN,United States,Voluntary: Firm initiated,2-ct. (9-oz.) Hot Pockets X Four Cheese Pizza    UPC: 43695071092    Target item number: 270-6-190,Food,2018
Terminated,IA,United States,Voluntary: Firm initiated,"Frontier Natural Products Co-Op Organic Mama Garlic packaged in a cardboard canister with paper label Net  Wt. 5 oz (141 g), UPC 0 89836 18506 8.  The responsible name on the package is Frontier Norway, IA.",Food,2015
Terminated,FL,United States,Voluntary: Firm initiated,"Fresh Express Chopped Kit Thai 'N' Cashews 11.7 oz, UPC 071279309248, (Canada UPC) 0 71279 30925 5, Green and red cabbage, green leaf lettuce, carrots & green onions",Food,2020
Terminated,OH,United States,Voluntary: Firm initiated,Savannah Buttermint- possible pints/possible half gallon.  Flavor of frozen dessert on the immediate package.  No ingredients listed.,Food,2014
Terminated,MI,United States,Voluntary: Firm initiated,"Keebler Graham Crumbs, 160 oz. , 400 oz.",Food,2016
Terminated,MO,United States,Voluntary: Firm initiated,"Bulk 9730 BIOSANLABS GLUTENEZYME capsules, packaged in poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 92103).",Food,2013
Terminated,WI,United States,Voluntary: Firm initiated,"Acme Creamed Cabbage, Net Wt. 16 oz., UPC 0 11596 14025 1",Food,2012
Terminated,NH,United States,Voluntary: Firm initiated,"Southern Home 12/24oz Breaded Minced Fish Sticks,  Item Number: B1133",Food,2017
Terminated,WA,United States,Voluntary: Firm initiated,"Blackberry Cheesecake ice cream is packed in 2.5 gallon bulk, 1.5 gallon bulk, or half gallon retail size tubs.  Retail size ice cream flavor is labeled in part, ""***Husky Ice Cream, Inc. 4721 California Ave SW Seattle, WA 98116  HUSKY ""Cream of the Town"" HALF GALLON ICE CREAM www.huskydeli.com INGREDIENTS: CREAM, MILK, SKIM MILK POWDER, SUGAR, CORN SYRUP SOLIDS, CAROB BEAN GUM, GUAR GUM, SOY LECITHIN, CARRAGEENAN"".     No UPC code.",Food,2015
Terminated,PA,United States,Voluntary: Firm initiated,BAZZINI S ROASTED & SALTED IN-SHELL SUPER COLOSSAL PISTACHIOS 25 LB BULK BOX   UPC #0 75062 30700 8,Food,2018
Terminated,IL,United States,Voluntary: Firm initiated,"A81911, BATTER MX X1*, NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Food,2017
Terminated,CA,United States,Voluntary: Firm initiated,"Asian Stir Fry, packaged under the following labels and sizes:  Delish, 8.5 oz.  Albertson's Generic Label, 10 oz,  Chef Essentials - 10 oz.  Raley's, 10 oz.    Manufactured by GH Foods CA LLC,  Rancho Cordova, CA.",Food,2012
Terminated,IN,United States,Voluntary: Firm initiated,"Rise n Roll Bakery & Deli, Bavarian Creme Donuts, sold individually and  found in 6 count (436 g) UPC Code 6 26570 61744 0  or 12 count (861.83 g) UPC Code 6 26570 617457,    variety donut box identifying all donut varieties     Bavarian Creme Donuts  Enriched wheat flour, soybean oil, dextrose, salt, leaving, soy flour, dry whey, mono and diglycerides with BHT, sodium stearoyl, latylate, guar gum wheat starch, ascorbic acid, corn oil, beta carotene, citric acid, silicon dioxide, alpha tocopherols, tricalcium phosphate, soy shortening (palm oil, soybean oil, vitamin E)     FILLING: High fructose corn syrup, sugar, food starch modified, palm oil, salt, titanium dioxide, agar sorbic acid, sodium benzoate, potassium sorbate, artificial flavor, modified cellulose, propylene glyocol, glycerin, corn starch, dextrose, polysorbate 80 & 60, sorbitan monostearate, sodium citrate, xanthangum, annatto, caramel color, yellow 5, yellow 6.     Contains wheat, soy and milk",Food,2014
Terminated,NM,United States,Voluntary: Firm initiated,"Sunland Organic Creamy Valencia Peanut Butter, 16 oz, UPC 048687329700;   500 g, UPC 48687328093.",Food,2012
Terminated,OR,United States,Voluntary: Firm initiated,KrustaVita¿ Bread of Life brand Sourdough Dark Rye Bread; Net Weight 20 oz (1.25 lb); packed in a clear plastic bag.  UPC: 8 5243000200 6.,Food,2014
Terminated,CA,United States,Voluntary: Firm initiated,"Shirakiku FISH CAKE GOBO MAKI SK F:  20/ 150G, Net Wt. 5.29 oz.  Keep Frozen, 5 pcs.  UPC 07441092550    Distributed by Wismettac Asian Foods, Inc. Santa Fe Springs, CA",Food,2019
Terminated,PA,United States,Voluntary: Firm initiated,"JBN (Just Be Natural) French Vanilla Cream Whey Superior NET WT. 32.8 oz. (2.05 lb) 930g and NET WT. 98.4 oz. (6.15 lb) 2,790g - DIETARY SUPPLEMENT, packaged in plastic bottles, UPC codes: 655455001685, 655455001777, MANUFACTURED BY NRS -Nutrition Resource Services, Inc. DISTRIBUTED BY JBN -Just Be Natural INGREDIENTS: Whey protein concentrate, Whey protein isolate, Natural Flavor with other Natural Flavors, Soluable Corn Fiber, Cellulose, Xanthan and Carrageenan Gums, Maltodextrin, Salt, Sucralose. ALLERGEN STATEMENT: This product could have been transported, manufactured, or processed in a facility that contains milk, egg, fish, crustacean shellfish, tree nuts, wheat, peanuts and soybeans.",Food,2015
Terminated,FL,United States,Voluntary: Firm initiated,"Mary B's Butter Taste, 20 Biscuits, Value Pack, NET WT. 44 oz (2LB 12 OZ)1247g; and Mary B's Butter Taste, 30 Biscuits, Family Pack, NET WT. 60 oz (3LB 12 OZ) 1701g",Food,2018
Terminated,IL,United States,Voluntary: Firm initiated,"Newly Weds B70858 bread crumbs X1, 40lbs bag",Food,2021
Terminated,NJ,United States,Voluntary: Firm initiated,"Smart Sips, 24 ct single serve coffee pods (12.7 oz carton)",Food,2023
Terminated,OH,United States,Voluntary: Firm initiated,"Southern Grove Cashews with Sea Salt, a 10 ounce stand up pouch bag with a UPC 0 38445 12286 5 and the date codes of Best By May 24 2017 KN and August 05 2017 KN",Food,2016
Terminated,CO,United States,Voluntary: Firm initiated,"American Outdoor Products - Astronaut Strawberries, packaged in 0.5oz (14g) metallic plastic pouches. Sold individually or in 6, 12, 40, or 160 count cases. One unit is also included in the Outerspace Survival Dessert Kit. Shelf stable.",Food,2024
Terminated,MD,United States,Voluntary: Firm initiated,"Naval Academy1845 Coffee, Gourmet Cheese & Fruit Plate, Net Wt. 6 Oz. Single Serving, Keep refrigerated",Food,2023
Terminated,MO,United States,Voluntary: Firm initiated,"Cookin' Unsalted Butter, packaged in 8 oz plastic tubs. Plant # 29-685 Osborn, MO.",Food,2017
Terminated,KS,United States,Voluntary: Firm initiated,"Emily Kate's Gluten Free Vanilla Cake, Net Wt. 6.4oz, Emily Kate's Foods, Kansas City, KS 66106, UPC 850581007253",Food,2025
Terminated,OR,United States,Voluntary: Firm initiated,"The Stone Ground Peanut Butter Chocolate Bar, Net wt. 2.5 oz. UPC 8 55966 00107 9.",Food,2016
Terminated,IN,United States,Voluntary: Firm initiated,Liquid Whey; Bulk.,Food,2017
Terminated,WA,United States,Voluntary: Firm initiated,"Sparkling ICE Cherry Limeade Naturally Flavored Sparking Water, packaged in a PET bottles with a plastic cap, Net Wt. 17 ounces (502.8 ml).    UPC code on bottle: 0 16571 95084 2.  UPC on Single Pack Wrapper (1 flavor/12 bottles): 016571953126  UPC on Single Pack Wrapper (1 flavor/24 bottles): NONE    ******************************************************************************************  Sparkling ICE Cherry Limeade is also assembled and sold in Variety Packs with other flavors (those other flavors are not affected by this recall).      The UPCs on those Variety Packs are:    016571953614 (4 flavors/6 bottles of Sparkling ICE Cherry Limeade/24 bottles total).    016571950927 (4 flavors/3 bottles of Sparkling ICE Cherry Limeade/12 bottles total).    016571951283 (3 flavors/6 bottles of Sparkling ICE Cherry Limeade/18 bottles total .    016571950866 (UPC on Pallets of variety packs).",Food,2018
Terminated,MN,United States,Voluntary: Firm initiated,"Cherries packaged under the following brands and sizes:   1.  Great Value Dark Sweet Cherries, Pitted.  Net Wt 16 oz (1 lb) 454g, UPC 	0 78742-11209 1.  Keep Frozen.  Distributed by:  Walmart Inc., Bentonville, AR  72716   2.  Good & Gather Dark Sweet Whole Pitted Cherries.  Net Wt 12 oz (340 g), UPC 0 85239-04816 0.  Keep Frozen.  Distributed By  Target Corporation Minneapolis, MN  55403   3.  Best Choice Superior Selections Pitted Red Tart Cherries, unsweetened.  Net Wt 12 oz (340 g), UPC 0 70038-65496 4.  Keep Frozen.  Proudly Distributed By:  Asociated Wholesale Grocers, Inc., Kansas City, Kansas  66106",Food,2023
Terminated,KS,United States,Voluntary: Firm initiated,"Cinnamon Swirl Quick Bread Mix, packaged in a plastic bag which is placed in a cardboard box, net wt. 16.5oz, UPC 010749008502",Food,2016
Terminated,FL,United States,Voluntary: Firm initiated,"Gills Onions were used in this product.     The Tuna With Sun-Dried Cranberries & Lemon  is sold at the chef's case, self serve counter, or packaged.    Packaged product is labeled as listed below:    ""***WHOLE FOODS MARKET***TUNA WITH SUN-DRIED CRANBERRIES AND LEMON*** TUNA ( TUNA, WATER, VEGETABLE BROTH (CARROTS & PEAS), SALT), ONIONS....***""",Food,2012
Terminated,CA,United States,Voluntary: Firm initiated,Bhufit Bar Chocolate Tart Cherry Pistachio;  Vegan Organic Pea Protein  Net Wt. 1.6 oz. (45G),Food,2017
Terminated,MI,United States,Voluntary: Firm initiated,#301 Creamy Redskin Potato Salad	5 pounds,Food,2012
Terminated,WA,United States,Voluntary: Firm initiated,"Huckleberry Chip, Full Tilt Ice Cream brand, packaged in 3 gallon tubs. No UPC.",Food,2021
Terminated,MA,United States,Voluntary: Firm initiated,"DAISY SQUEEZE SOUR CREAM - 14OZ, UPC: 7342001614",Food,2019
Terminated,AR,United States,Voluntary: Firm initiated,"Panera Oatmeal Raisin with Berries Cookie, Net Wt. 41.25 lb (18.71kg), 220/3 oz cookie dough pucks/case",Food,2024
Terminated,MN,United States,Voluntary: Firm initiated,"Supermoms Kitchen Roast Beef & Cheddar Melt, Net Wt. 3.7 oz (105g).  Keep Refrigerated.  UPC 63913-94236",Food,2016
Terminated,MO,United States,Voluntary: Firm initiated,"Hostess Chocodile Twinkies, chocolate covered sponge cake with creamy filling, packaged in 9-ct multi-packs of individual cakes, net wt. 13.02 oz (396 g), UPC 888109110499; and 6-ct. single serving fun size snack packs, individual pack net wt. 2.89 oz (82 g), UPC 888109010492.  The responsible firm name on the label is Hostess Brands LLC, Kansas City, MO 64141.",Food,2016
Terminated,CA,United States,Voluntary: Firm initiated,"JUST Devil's Food Cake Mix;   NET WT 20 oz. (1 lb 4 oz) 567 g);   UPC 8 54829 00643 5.     Ingredients: Muffin Mix: Enriched flours, {bleached (wheat flour, niacin, reduced Iron, thiamine mononitrate, riboflavin, folic acid), unbleached (Wheat flour, malted barley flour, niacin, reduced Iron, thiamine Monocitrate, riboflavin, folic acid), Sugar, Palm Oil., Alkalized Cocoa. . Contains less than 2% of Baking Powder )Sodium acid pyrophosphate, sodium bicarbonate, corn starch, monocalcium phosphate) Baking Soda, Citric Acid, Coconut Milk Powder (coconut milk, tapioca syrup), Natural Flavors, Oat Bran, Oat Hull Fiber, Salt, Sodium Aliginate, Sorghum Flour, Soy milk powder, Xanthan Gum.     Blueberry Mix: Blueberries, Water: Crumble Mix: Sugar, Brown Sugar, Maltodextrin, Palm Oil, Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine monocitrate, riboflavin, folic acid), cinnamon, Salt, Natural Flavors:     Contains: Wheat, Soy, Coconut. Bake at 350 degrees for 24-34 minutes depending on pan size. Distributed by Hampton Creek, Inc., San Francisco, CA 94103.",Food,2016
Terminated,MI,United States,Voluntary: Firm initiated,"Kashi, Fire Roasted Quinoa Bowl 9.5oz.  UPC 18627 10769  Frozen  8, 9.5oz. units per case",Food,2018
Terminated,MA,United States,Voluntary: Firm initiated,LIL FISHERMAN PRE COOKED POLLOCK NUGGETS 1 OZ PUFI 1/10 LB,Food,2017
Terminated,MO,United States,Voluntary: Firm initiated,"Dietary Supplements packaged in the following configurations:   (1) Bulk 6916 Shanghai DigestiveBlend powder, packaged in varying quantities in poly bags within fiber drums (SKU 83274);  (2) Bulk 6916 WEDAR DIGESTIVEBLEND powder, packaged in varying quantities in poly bags within fiber drums (SKU 82426);",Food,2013
Terminated,TX,United States,Voluntary: Firm initiated,"Perrona Hot Sauce  Original with Chiltepin Peppers 5 fl oz (148ml) UPC 75 03016 55507 4 packaged in a PET bottle, 12 bottles per case",Food,2023
Terminated,HI,United States,Voluntary: Firm initiated,"Tiny Isle Chocolate Truffles Spicy Lava: Gluten Free, Raw, Vegan; individual 1 oz. candies,    Tiny Isle  5915 Olohena Road, Unit H  Kapaa, HI 96746",Food,2014
Terminated,OR,United States,Voluntary: Firm initiated,"Fresh Organic Freezer Strawberries Mexico with calyx (caps) removed, net wt. 18 lbs., packaged in a T60-800 Polyethylene Homopolymer picking tray. Product is imported and distributed in fresh condition by Cascade International Foods.",Food,2023
Terminated,MD,United States,Voluntary: Firm initiated,"Bistro To Go, Roast Beef & Horseradish Hoagie, Net Wt. 7 Oz. Single Serving, Keep refrigerated",Food,2023
Terminated,WA,United States,Voluntary: Firm initiated,"Seasoned Pickled Radish distributed in un-labeled plastic containers 6oz, 8oz, 12oz, and 16oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.",Food,2023
Terminated,OH,United States,Voluntary: Firm initiated,"Gooey Buttercake Ice Cream Bucket, 820, Jeni's Splendid Ice Creams, LLC, 3 gallons, plastic bucket, individually packed, frozen.    Gooey Buttercake Ice Cream Pint Case, 720, Jeni's Splendid Ice Creams, LLC, pint size, plastic container, 8 pints per case, frozen.    Gooey Buttercake Ice Cream Pint, Jeni's Splendid Ice Creams, LLC, pint size, plastic container, individually packed, frozen.",Food,2015
Terminated,CA,United States,Voluntary: Firm initiated,"Spearmint Leaf Organic C/S;  Distributed by San Francisco Herb and Natural Food Co.  Fremont, Ca.",Food,2012
Terminated,WA,United States,Voluntary: Firm initiated,"Vegetable tray 8 oz UPC 7 49404 30002 5;  Ingredients:  Carrot Sticks, Pretzels, Grapes, Creamy Hummus.    Penny's Salsa Inc. Snack Pack w/Hummus Grapes, Carrots and Pretzels 8 oz UPC 07494041923679.    Both of these products contain the same ingredients in the same amount.  Each contains a 1.5 oz package of hummus labeled Made in the Pacific North West.",Food,2013
Terminated,WA,United States,Voluntary: Firm initiated,"Verde Salsa is refrigerated product, packaged in Polypropylene container, net wt. 12.5 oz, UPC 1 18738 03719. San Juan Salsa Co. Arlington, WA  98223, www.sanjuansalsa.com",Food,2025
Terminated,MD,United States,Voluntary: Firm initiated,"Orchard Bistro, Turkey & Cheddar Hoagie, Net Wt. 7.3 Oz. Single Serving, Keep refrigerated",Food,2023
Terminated,OH,United States,Voluntary: Firm initiated,"Schwebel's Golden Rich Bun with Honey, 18 oz plastic bag, 12 count, UPC 0 71319 00083 8 Product labeled in part, ""INGREDIENTS: ENRICHED WHEAT FLOUR***CONTAINS: WHEAT, SOY SCHWEBEL BAKING CO. YOUNGSTOWN, OH 44501""",Food,2013
Terminated,TX,United States,Voluntary: Firm initiated,PitaPal Organic Cilantro Jalapeno Hummus  10 oz. UPC 851570003348 packaged in Plastic tub with clear lid with green rim.,Food,2019
Terminated,,Israel,Voluntary: Firm initiated,ELITE GRAPE GUM WITH SUGAR	UPC:815871015998	NET WT. 2.32 (66 g),Food,2022
Terminated,MD,United States,Voluntary: Firm initiated,"Dietz & Watson, Turkey & Cheese Finger Sandwiches, Net Wt. 6.5 Oz. Single Serving, Keep refrigerated",Food,2023
Completed,NC,United States,Voluntary: Firm initiated,LIGHT COW CHEESE LAUGHING COW BAY BEL¿,Food,2019
Terminated,CA,United States,Voluntary: Firm initiated,"Shirakiku FISH CAKE IKA MAKI SK F;  20/ 150G, Net Wt. 5.29 oz.  Keep Frozen, 4 pcs.  UPC 074410925567    Distributed by Wismettac Asian Foods, Inc. Santa Fe Springs, CA",Food,2019
Terminated,CA,United States,Voluntary: Firm initiated,"Mann's Snacking Favorites Honey Turkey Cheddar, 20.3 oz Tray;  UPC - 716519020483- US",Food,2017
Terminated,WA,United States,Voluntary: Firm initiated,Peppermint Candy Ice Cream.  Product can be packaged in 2.5 gallon or 1.5 gallon plastic tubs or cardboard quart container.  Firm is unable to determine how batches were packaged.,Food,2015
Terminated,FL,United States,Voluntary: Firm initiated,"MIX w/yellow onions used as an ingredient.  Product may be labeled in part:  1) ""***Pico De Gallo 3/8"" Cut***Ready To Eat Product***2/5 LB***"", ""***FP CENTRAL FL. FRESHCUTS MIXES, FC PICO DE GALLO 3/8#***2/5#***RT # FC***"", Item # 511511  MIXES, FC PICO DE GALLO 3/8""  2) ""***FP CENTRAL FL. FRESHCUTS MIXES, FC T.G.I. PICO 3/8"" SMALL PACK***4/2.5LB***RT # FC***"", Item # 481603  MIXES, FC T.G.I. PICO 3/8"" SMA",Food,2012
Terminated,OH,United States,Voluntary: Firm initiated,Goat cheese with Fig Cognac- possible pints/possible half gallon.  Flavor of frozen dessert on the immediate package.  No ingredients listed.,Food,2014
Ongoing,TX,United States,Voluntary: Firm initiated,"Cucumber, Lime & Tajin	19 oz Cucumber with Ranch	9 oz Cucumber Bowl with Ranch 15 oz Cucumber Slices with Tajin	15 oz  packed in clamshells",Food,2025
Terminated,CA,United States,Voluntary: Firm initiated,Dole 9.8 oz  Chopped Teriyaki Pineapple Kit   UPC: 0-71430-00100-4  SKU: 791  Dole 9.8 oz  Chopped Teriyaki Pineapple Kit / Teriyaki A L'ananas  UPC: ¿0-71430-00182-0  SKU 1014,Food,2022
Terminated,WI,United States,Voluntary: Firm initiated,"Grandpas Roasted Corn & Black Bean Salsa,  5915		11/2/2013 - 11/20/2013	12 1/5 lb",Food,2013
Terminated,AZ,United States,Voluntary: Firm initiated,"Good & Gather Dried Sweetened Strawberries.  Net Wt 4 oz (113g).  UPC 085239-182840  No Sulfites Added.  No Artificial Flavors.  No Synthetic Colors.  Distributed by Target Corporation, Minneapolis, MN  55403",Food,2022
Terminated,NY,United States,Voluntary: Firm initiated,Eagle Lecithin soft gels,Food,2016
Terminated,ID,United States,Voluntary: Firm initiated,"Ready Meals PB & Trail Mix Snack.  Product were available for purchase at the following banners: Shaw's, Star Market. Packaged in clear plastic square bottom and lid.  Net wt. 7.6 oz.",Food,2022
Terminated,MA,United States,Voluntary: Firm initiated,"Pastene  ITALIAN FARFALLE  #66 ,16 oz cellophane bag.   Imported from Italy. Imported by the Pastene Company, Canton, MA    Item Number:7091  UPC: 066086070917",Food,2014
Terminated,IL,United States,Voluntary: Firm initiated,"B2ABN1,  BATTER MX X1@, NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",Food,2017
Terminated,OH,United States,Voluntary: Firm initiated,"BACKROAD COUNTRY CRANBERRY NUT DELIGHT MIX, Net Wt. 9 oz (256g)   Product Code 15359 BEST IF USED BY 05/2017",Food,2016
